Gene_symbol,Count,Proportion(%)
LYPD4,76,0.0083
CENPN,76,0.0083
KNCN,76,0.0083
PAICS,76,0.0083
TRGV3,76,0.0083
TNS1,76,0.0083
EEF2,76,0.0083
BORCS7,76,0.0083
PREP,76,0.0083
MMS19,76,0.0083
SRR,76,0.0083
SERPINB13,76,0.0083
SERPINB4,76,0.0083
GRM6,76,0.0083
CTTNBP2,76,0.0083
RNF224,76,0.0083
SETD6,76,0.0083
LRRC20,76,0.0083
DNPH1,76,0.0083
SUMF1,76,0.0083
MBIP,76,0.0083
BANK1,76,0.0083
ARHGDIA,76,0.0083
TPPP3,76,0.0083
TTC32,76,0.0083
NDRG3,76,0.0083
RSAD2,76,0.0083
RTRAF,76,0.0083
ECT2L,76,0.0083
ABHD3,76,0.0083
LRPPRC,76,0.0083
PEG3,76,0.0083
MGP,76,0.0083
TRIB3,76,0.0083
TRMT6,76,0.0083
ERBIN,76,0.0083
LVRN,76,0.0083
DPM3,76,0.0083
H4C3,76,0.0083
COLEC10,76,0.0083
VAT1,76,0.0083
RNMT,76,0.0083
MTX3,76,0.0083
CANT1,76,0.0083
CCDC137,76,0.0083
KPTN,76,0.0083
MMRN1,76,0.0083
WBP2,76,0.0083
HIGD1A,76,0.0083
TGFBRAP1,76,0.0083
LDHD,76,0.0083
METTL6,76,0.0083
PTCD3,76,0.0083
H2AC11,76,0.0083
ODR4,76,0.0083
DCAF4,76,0.0083
ANKAR,76,0.0083
TREM1,76,0.0083
ATAD3C,76,0.0083
CTSE,76,0.0083
CHCHD7,76,0.0083
ELL3,76,0.0083
GALNT6,76,0.0083
WASHC2A,76,0.0083
RPLP2,76,0.0083
PIGK,76,0.0083
AGRN,76,0.0083
GAS7,76,0.0083
STX8,76,0.0083
CYB5R1,76,0.0083
EXOC6,76,0.0083
HSD17B11,76,0.0083
MRPL32,76,0.0083
SLC9B2,76,0.0083
MGST3,76,0.0083
FAP,76,0.0083
USP2,75,0.0082
CENPT,75,0.0082
PIWIL1,75,0.0082
KCNH5,75,0.0082
UBE2D4,75,0.0082
HDAC6,75,0.0082
GLOD5,75,0.0082
ALG14,75,0.0082
NME8,75,0.0082
CHRNA5,75,0.0082
NDST2,75,0.0082
HP,75,0.0082
PYCARD,75,0.0082
RGS12,75,0.0082
NAA40,75,0.0082
COX7B2,75,0.0082
ADAM28,75,0.0082
LRRC10,75,0.0082
FAM180B,75,0.0082
RRM2,75,0.0082
SRPRA,75,0.0082
SLC14A2,75,0.0082
TPMT,75,0.0082
CUZD1,75,0.0082
NUDT17,75,0.0082
FKBP4,75,0.0082
PRKRIP1,75,0.0082
HSCB,75,0.0082
CIDEA,75,0.0082
SFN,75,0.0082
CYP4F22,75,0.0082
LY6K,75,0.0082
URAD,75,0.0082
CLEC1B,75,0.0082
ACSM2B,75,0.0082
B3GAT3,75,0.0082
TAF6L,75,0.0082
GJB3,75,0.0082
CD36,75,0.0082
MGST2,75,0.0082
PNPLA3,75,0.0082
CASKIN2,75,0.0082
CYB561A3,75,0.0082
FAM111A,75,0.0082
RTP2,75,0.0082
TERF1,75,0.0082
SIDT1,75,0.0082
PSMD11,75,0.0082
TMEM231,75,0.0082
APOD,75,0.0082
SNTB1,75,0.0082
WDR45B,75,0.0082
HSD11B1,75,0.0082
FAM240A,75,0.0082
PIGA,75,0.0082
TCP11,75,0.0082
GPRC6A,75,0.0082
HYAL1,75,0.0082
RHOT2,75,0.0082
FYCO1,75,0.0082
MRPL43,75,0.0082
AK1,75,0.0082
GABRR2,75,0.0082
MBL2,75,0.0082
TTC12,75,0.0082
PRSS37,75,0.0082
GYPB,75,0.0082
LTC4S,75,0.0082
FLG,75,0.0082
DEGS2,75,0.0082
WARS1,75,0.0082
NSMCE2,75,0.0082
BPNT1,75,0.0082
RAMP1,75,0.0082
FGFR1OP2,75,0.0082
MT1G,75,0.0082
APBB3,75,0.0082
POLR3E,75,0.0082
TEX101,75,0.0082
ADAMTS12,75,0.0082
ALG10B,75,0.0082
S100A9,75,0.0082
C8orf82,75,0.0082
CEP57,75,0.0082
C22orf15,75,0.0082
ARFRP1,74,0.0081
SRMS,74,0.0081
OASL,74,0.0081
GLT1D1,74,0.0081
ASTE1,74,0.0081
RINT1,74,0.0081
WDR89,74,0.0081
AP3B1,74,0.0081
NAT8L,74,0.0081
GRAMD1A,74,0.0081
RADIL,74,0.0081
IRAK2,74,0.0081
TMEM276,74,0.0081
FAM200B,74,0.0081
UGT2B28,74,0.0081
TRIM63,74,0.0081
MMP13,74,0.0081
TMEM256,74,0.0081
TMEM120B,74,0.0081
NPRL3,74,0.0081
REN,74,0.0081
GEMIN5,74,0.0081
KRTAP4-6,74,0.0081
ABI1,74,0.0081
SARM1,74,0.0081
FAM167B,74,0.0081
ADAT2,74,0.0081
HAGHL,74,0.0081
TMEM210,74,0.0081
CYP4F8,74,0.0081
MX2,74,0.0081
TLN1,74,0.0081
GLDN,74,0.0081
CCL27,74,0.0081
KRBOX1,74,0.0081
TRIM7,74,0.0081
PRRT2,74,0.0081
KLHDC8B,74,0.0081
CTNNAL1,74,0.0081
RNF148,74,0.0081
EMC10,74,0.0081
CCNDBP1,74,0.0081
WSCD1,74,0.0081
GABRA1,74,0.0081
NHERF2,74,0.0081
NAPEPLD,74,0.0081
BIRC2,74,0.0081
DDX20,74,0.0081
NDUFA4,74,0.0081
HPS1,74,0.0081
TXNL4B,74,0.0081
TSPYL1,74,0.0081
PTPN2,74,0.0081
CAP2,74,0.0081
COPB1,74,0.0081
LIG1,74,0.0081
OR4C11,74,0.0081
ENDOG,74,0.0081
ZNF394,74,0.0081
C1orf216,74,0.0081
NKAPL,74,0.0081
ATP6V1E1,74,0.0081
TMCO3,74,0.0081
DENND11,74,0.0081
C12orf57,74,0.0081
ASNSD1,74,0.0081
C6orf118,74,0.0081
GALNT1,74,0.0081
ATP5IF1,74,0.0081
TNFSF13,74,0.0081
GPN1,74,0.0081
SLC7A6OS,74,0.0081
TNFSF10,74,0.0081
ERP27,74,0.0081
PPP2R1B,74,0.0081
HSPB1,74,0.0081
TMTC1,74,0.0081
THAP3,74,0.0081
RIPPLY3,74,0.0081
ANKRD60,74,0.0081
LYPD6,74,0.0081
SERPINB2,74,0.0081
DEFB136,74,0.0081
COPB2,74,0.0081
ABCF3,74,0.0081
AQP6,74,0.0081
IL23A,74,0.0081
WDR45,74,0.0081
AGTRAP,74,0.0081
WDR83,74,0.0081
RGS18,74,0.0081
COQ10A,74,0.0081
RERG,74,0.0081
TEX13A,74,0.0081
SH2D7,74,0.0081
KRTAP10-12,74,0.0081
PON2,74,0.0081
MED28,74,0.0081
PROK2,74,0.0081
ACTR3C,74,0.0081
TMTC2,74,0.0081
LY6G6D,73,0.0079
PACC1,73,0.0079
MAD2L2,73,0.0079
MFAP2,73,0.0079
MRPS25,73,0.0079
MRPL48,73,0.0079
F11,73,0.0079
ASB14,73,0.0079
GALNT3,73,0.0079
NICN1,73,0.0079
TSTD2,73,0.0079
EXOSC10,73,0.0079
CCDC3,73,0.0079
HSD17B12,73,0.0079
TBCB,73,0.0079
NFE2L3,73,0.0079
BBS5,73,0.0079
C3orf52,73,0.0079
PLAAT1,73,0.0079
PKDCC,73,0.0079
HEATR1,73,0.0079
MZB1,73,0.0079
DENND6B,73,0.0079
UTP3,73,0.0079
ADAMTS17,73,0.0079
NAA38,73,0.0079
CEBPE,73,0.0079
MAEA,73,0.0079
THAP5,73,0.0079
NPC1,73,0.0079
LYRM4,73,0.0079
ERFE,73,0.0079
BTN3A1,73,0.0079
TPTE2,73,0.0079
PLSCR4,73,0.0079
PDILT,73,0.0079
ESPL1,73,0.0079
NUDCD3,73,0.0079
RCBTB1,73,0.0079
NELFA,73,0.0079
ACOT13,73,0.0079
REM1,73,0.0079
OAZ3,73,0.0079
CCL22,73,0.0079
H3C3,73,0.0079
HSD11B1L,73,0.0079
HIGD1C,73,0.0079
ALLC,73,0.0079
DOK2,73,0.0079
TIMD4,73,0.0079
SCGB1D2,73,0.0079
SLC30A3,73,0.0079
WASHC4,73,0.0079
MAN2A1,73,0.0079
GRIN2D,73,0.0079
DEPTOR,73,0.0079
CSTA,73,0.0079
IFIT3,73,0.0079
EIF5AL1,73,0.0079
SFTPD,73,0.0079
QSOX2,73,0.0079
CPXM2,73,0.0079
SLC1A7,73,0.0079
AP1B1,73,0.0079
CCDC127,73,0.0079
ADAMTS16,73,0.0079
CKAP2L,73,0.0079
ST6GALNAC6,73,0.0079
COX7A2L,73,0.0079
TOM1L1,73,0.0079
SELENOH,73,0.0079
CARD18,73,0.0079
MYO1C,73,0.0079
KCNJ15,73,0.0079
HGFAC,73,0.0079
PIEZO1,73,0.0079
GLRX3,73,0.0079
ANXA3,73,0.0079
HPCA,73,0.0079
OIT3,73,0.0079
ABCA9,73,0.0079
PPIAL4G,73,0.0079
POC1B,73,0.0079
MRGPRF,73,0.0079
POLR2L,73,0.0079
POP5,72,0.0078
RB1,72,0.0078
ST8SIA2,72,0.0078
REX1BD,72,0.0078
TRAF5,72,0.0078
PDE1B,72,0.0078
GAPDH,72,0.0078
ZSCAN16,72,0.0078
GAL3ST4,72,0.0078
PIGC,72,0.0078
MIX23,72,0.0078
USH1C,72,0.0078
PEX3,72,0.0078
PSMD8,72,0.0078
NGB,72,0.0078
RDM1,72,0.0078
MAP3K15,72,0.0078
PUS7,72,0.0078
ABHD10,72,0.0078
EDARADD,72,0.0078
TBCA,72,0.0078
FURIN,72,0.0078
PRSS35,72,0.0078
MICOS10,72,0.0078
DNAJC16,72,0.0078
FUCA2,72,0.0078
ATP5ME,72,0.0078
PENK,72,0.0078
DUOX1,72,0.0078
BIN1,72,0.0078
TOR1A,72,0.0078
AADAC,72,0.0078
ADPGK,72,0.0078
FAM219B,72,0.0078
PAEP,72,0.0078
SULT1C4,72,0.0078
PTPN21,72,0.0078
CORO2B,72,0.0078
BABAM1,72,0.0078
SMIM7,72,0.0078
SLC9A8,72,0.0078
XCL1,72,0.0078
MT-CO2,72,0.0078
NUP107,72,0.0078
SOST,72,0.0078
BIN2,72,0.0078
ZSCAN22,72,0.0078
MT1HL1,72,0.0078
EGFL7,72,0.0078
ADCY8,72,0.0078
TTC36,72,0.0078
BTBD6,72,0.0078
CNGB3,72,0.0078
CNMD,72,0.0078
MRPS30,72,0.0078
TMEM170A,72,0.0078
EPHA8,72,0.0078
NIPSNAP1,72,0.0078
KLHL36,72,0.0078
TBL1Y,72,0.0078
GABRA6,72,0.0078
DENND10,72,0.0078
RGS21,72,0.0078
SSC4D,72,0.0078
MMP10,72,0.0078
EEF1E1,72,0.0078
SULT2B1,72,0.0078
PDE5A,72,0.0078
RAB40AL,72,0.0078
GTF2F1,72,0.0078
DEFB104A,72,0.0078
PLPBP,72,0.0078
SLA,72,0.0078
TRPC6,72,0.0078
LURAP1L,72,0.0078
PLA2G2A,72,0.0078
VIL1,72,0.0078
DEPDC5,72,0.0078
GREM2,72,0.0078
C19orf53,72,0.0078
LMAN1L,72,0.0078
DENND6A,72,0.0078
TEKTIP1,72,0.0078
METTL5,72,0.0078
KIR3DL1,72,0.0078
SLC30A7,72,0.0078
ABTB1,72,0.0078
CAPN10,72,0.0078
NMRK2,72,0.0078
TUSC3,72,0.0078
CHRNB1,72,0.0078
ODAD2,72,0.0078
B3GALT6,72,0.0078
COX5B,71,0.0077
EFL1,71,0.0077
OR4C15,71,0.0077
NUDT16L1,71,0.0077
RAB6C,71,0.0077
VAPB,71,0.0077
KRTAP3-1,71,0.0077
RAB17,71,0.0077
CACFD1,71,0.0077
STMN3,71,0.0077
TRPC7,71,0.0077
PHLDA3,71,0.0077
KLHL3,71,0.0077
DCT,71,0.0077
ASPHD2,71,0.0077
NCALD,71,0.0077
CABP7,71,0.0077
FDX1,71,0.0077
PTPRZ1,71,0.0077
PRAMEF1,71,0.0077
GALNT5,71,0.0077
MFGE8,71,0.0077
GRSF1,71,0.0077
PMVK,71,0.0077
TRPC3,71,0.0077
AICDA,71,0.0077
GABRR1,71,0.0077
UBE2C,71,0.0077
CAVIN2,71,0.0077
NAIF1,71,0.0077
AKT1,71,0.0077
TFF1,71,0.0077
HSPA4L,71,0.0077
HEATR5B,71,0.0077
LNX1,71,0.0077
TRIM69,71,0.0077
RHOJ,71,0.0077
NID2,71,0.0077
ARMC9,71,0.0077
EVA1C,71,0.0077
COL8A2,71,0.0077
CORO1C,71,0.0077
ZAP70,71,0.0077
RRAD,71,0.0077
GLB1,71,0.0077
POLM,71,0.0077
DPM2,71,0.0077
HS2ST1,71,0.0077
RAMP3,71,0.0077
RGS9BP,71,0.0077
PYDC2,71,0.0077
NOL10,71,0.0077
EXOC5,71,0.0077
P3H1,71,0.0077
RNF212,71,0.0077
AAMDC,71,0.0077
CYTH4,71,0.0077
GEM,71,0.0077
LRWD1,71,0.0077
CCL26,71,0.0077
MITD1,71,0.0077
ADAL,71,0.0077
FOXR1,71,0.0077
DESI1,71,0.0077
B3GNT9,71,0.0077
TNPO3,71,0.0077
STXBP6,71,0.0077
DDB1,71,0.0077
PITHD1,71,0.0077
GRIN2C,71,0.0077
FRMPD1,71,0.0077
DENND2D,71,0.0077
SLX9,71,0.0077
UCK1,71,0.0077
MTHFS,71,0.0077
MED4,71,0.0077
DYNLT4,71,0.0077
GLYATL2,71,0.0077
LILRA2,71,0.0077
IGFL4,71,0.0077
TLE6,71,0.0077
LCP2,71,0.0077
C14orf119,71,0.0077
RCN1,71,0.0077
H4C9,71,0.0077
WASF1,71,0.0077
AURKC,71,0.0077
CLNK,71,0.0077
DCAKD,71,0.0077
NUP37,71,0.0077
GNAO1,71,0.0077
RRP9,71,0.0077
BUB1,71,0.0077
DUSP14,71,0.0077
B3GNT6,71,0.0077
FKBP5,71,0.0077
MALT1,71,0.0077
ST13,71,0.0077
EIF3M,71,0.0077
CEACAM8,71,0.0077
ZNHIT1,71,0.0077
NDRG2,71,0.0077
PROZ,71,0.0077
LYPLA2,70,0.0076
IDS,70,0.0076
C1orf210,70,0.0076
C17orf58,70,0.0076
CCL14,70,0.0076
PSMF1,70,0.0076
GRM2,70,0.0076
EPHA1,70,0.0076
RFPL4AL1,70,0.0076
ARL5C,70,0.0076
PLCD3,70,0.0076
ISG20L2,70,0.0076
KRBOX5,70,0.0076
PRPSAP2,70,0.0076
PTPN9,70,0.0076
CHRNB4,70,0.0076
CPAMD8,70,0.0076
FADD,70,0.0076
C1orf53,70,0.0076
CXCL6,70,0.0076
MT4,70,0.0076
LONP2,70,0.0076
OAZ2,70,0.0076
RPS2,70,0.0076
DEFB134,70,0.0076
MGAT1,70,0.0076
SCCPDH,70,0.0076
NDUFB2,70,0.0076
METTL21C,70,0.0076
ACSM5,70,0.0076
APOC3,70,0.0076
PARP1,70,0.0076
LRAT,70,0.0076
TFF2,70,0.0076
KRTAP12-3,70,0.0076
KCNH1,70,0.0076
ATP6V1C1,70,0.0076
FBXW12,70,0.0076
YDJC,70,0.0076
SNAP29,70,0.0076
NDE1,70,0.0076
IGKV3-7,70,0.0076
SFXN5,70,0.0076
CCM2,70,0.0076
SAA4,70,0.0076
GULP1,70,0.0076
PTGR2,70,0.0076
MARK4,70,0.0076
C8G,70,0.0076
SERPINA10,70,0.0076
RNF167,70,0.0076
IL7,70,0.0076
KRTAP3-2,70,0.0076
NODAL,70,0.0076
CCL8,70,0.0076
TMPRSS4,70,0.0076
SOCS1,70,0.0076
EEF1G,70,0.0076
RFK,70,0.0076
SERTAD3,70,0.0076
SLC26A11,70,0.0076
TAFA5,70,0.0076
RABGGTB,70,0.0076
CNIH4,70,0.0076
KCNG4,70,0.0076
CHST15,70,0.0076
CLEC3B,70,0.0076
METTL24,70,0.0076
SPAG1,70,0.0076
TUBGCP6,70,0.0076
ST3GAL4,70,0.0076
SPHK2,70,0.0076
TSLP,70,0.0076
CMC1,70,0.0076
NDUFA2,70,0.0076
PRCP,70,0.0076
FAM98C,70,0.0076
USP39,70,0.0076
PDCD7,70,0.0076
RAB33B,70,0.0076
UGT2B15,70,0.0076
PINX1,70,0.0076
DMAC1,70,0.0076
FAM240C,70,0.0076
CREG2,70,0.0076
GUCA2B,70,0.0076
USP17L1,70,0.0076
IGHV4-28,70,0.0076
ATOH7,70,0.0076
KLK5,70,0.0076
HSPA14,70,0.0076
ATP7B,70,0.0076
PURA,70,0.0076
SLC9A9,70,0.0076
TMEM129,70,0.0076
PTPN3,70,0.0076
ELMOD1,70,0.0076
PTOV1,70,0.0076
HIP1R,70,0.0076
RCCD1,70,0.0076
LGALS7B,70,0.0076
RFXANK,70,0.0076
TRMT11,70,0.0076
WWP2,70,0.0076
TXNDC5,70,0.0076
RWDD2B,70,0.0076
GRIK3,70,0.0076
VWF,70,0.0076
SERGEF,69,0.0075
DNAAF11,69,0.0075
PRG3,69,0.0075
SAA1,69,0.0075
NXN,69,0.0075
SIKE1,69,0.0075
S100A13,69,0.0075
EME2,69,0.0075
PFDN1,69,0.0075
GAN,69,0.0075
SHB,69,0.0075
NMNAT2,69,0.0075
SEMA3E,69,0.0075
RAB23,69,0.0075
PTPRG,69,0.0075
DHX16,69,0.0075
CYB5D1,69,0.0075
CFAP410,69,0.0075
LIPN,69,0.0075
EEF1AKMT3,69,0.0075
OTOGL,69,0.0075
SFTPA1,69,0.0075
SMIM29,69,0.0075
TNFRSF13B,69,0.0075
SNCA,69,0.0075
FTSJ3,69,0.0075
VCL,69,0.0075
PPP3CB,69,0.0075
FBXL8,69,0.0075
TEX51,69,0.0075
EOLA2,69,0.0075
ACTL7A,69,0.0075
MTOR,69,0.0075
PHB2,69,0.0075
GPRIN2,69,0.0075
KLKB1,69,0.0075
TMBIM4,69,0.0075
GRIN3B,69,0.0075
NATD1,69,0.0075
CPNE2,69,0.0075
PRKAR2A,69,0.0075
NR2C2AP,69,0.0075
RNASE11,69,0.0075
GLYR1,69,0.0075
EPPIN,69,0.0075
CHODL,69,0.0075
IGHV1-58,69,0.0075
CCNL2,69,0.0075
DUS1L,69,0.0075
UBASH3B,69,0.0075
TMEM247,69,0.0075
CCZ1,69,0.0075
ANXA10,69,0.0075
CLCNKA,69,0.0075
TMEM192,69,0.0075
TMCC3,69,0.0075
GLB1L,69,0.0075
GNAI3,69,0.0075
SH3TC2,69,0.0075
PIK3R2,69,0.0075
P2RY2,69,0.0075
ACER2,69,0.0075
CP,69,0.0075
PANK3,69,0.0075
CNPY4,69,0.0075
CCN2,69,0.0075
RHOH,69,0.0075
ACP4,69,0.0075
CHST13,69,0.0075
TCN2,69,0.0075
AHCTF1,69,0.0075
MAN2B2,69,0.0075
SERPINE1,69,0.0075
RD3,69,0.0075
COX16,69,0.0075
IGFL2,69,0.0075
NSUN4,69,0.0075
CENPP,69,0.0075
PTPMT1,69,0.0075
GABRR3,69,0.0075
NUCB1,69,0.0075
ABRAXAS2,69,0.0075
CPOX,69,0.0075
ESD,69,0.0075
SCARB2,69,0.0075
HELQ,69,0.0075
TBC1D20,69,0.0075
SERPINA3,69,0.0075
IGFBPL1,69,0.0075
CEACAM5,69,0.0075
ITK,69,0.0075
COMMD6,69,0.0075
GUF1,69,0.0075
CENPX,68,0.0074
ETFRF1,68,0.0074
RASEF,68,0.0074
PSMB9,68,0.0074
PRCD,68,0.0074
NCF2,68,0.0074
GGACT,68,0.0074
SCN4B,68,0.0074
TRAPPC3L,68,0.0074
CALHM5,68,0.0074
SIGIRR,68,0.0074
NEK8,68,0.0074
CCDC167,68,0.0074
DOK7,68,0.0074
CCL21,68,0.0074
PCYT2,68,0.0074
GNPNAT1,68,0.0074
SRGAP3,68,0.0074
MDFIC,68,0.0074
UTP15,68,0.0074
BTBD1,68,0.0074
ETNK2,68,0.0074
GALR1,68,0.0074
CEACAM19,68,0.0074
C6orf89,68,0.0074
FGR,68,0.0074
AKIP1,68,0.0074
ANK2,68,0.0074
CAMKMT,68,0.0074
STRN,68,0.0074
UBE2S,68,0.0074
AWAT1,68,0.0074
NEK4,68,0.0074
SEC31A,68,0.0074
H2BC26,68,0.0074
SEL1L,68,0.0074
RPL32,68,0.0074
APOC4,68,0.0074
LRRC61,68,0.0074
SPPL2B,68,0.0074
BOD1L2,68,0.0074
TRIM60,68,0.0074
CCN3,68,0.0074
CFAP36,68,0.0074
CNPPD1,68,0.0074
ABCG2,68,0.0074
RCC1,68,0.0074
MCRIP1,68,0.0074
TBC1D21,68,0.0074
ZNHIT2,68,0.0074
AQP7,68,0.0074
SNAPC3,68,0.0074
PPP2R2B,68,0.0074
ACTRT1,68,0.0074
UBE2Q2,68,0.0074
TSEN54,68,0.0074
DCN,68,0.0074
HORMAD1,68,0.0074
C21orf58,68,0.0074
P3H4,68,0.0074
MSS51,68,0.0074
WDR75,68,0.0074
ZBED5,68,0.0074
B4GALT6,68,0.0074
PPIC,68,0.0074
PRND,68,0.0074
MGAT4B,68,0.0074
CAVIN3,68,0.0074
DYNLT2,68,0.0074
UTP23,68,0.0074
UCN2,68,0.0074
KRTAP3-3,68,0.0074
BTNL9,68,0.0074
PLA1A,68,0.0074
RWDD4,68,0.0074
ESCO2,68,0.0074
LYZ,68,0.0074
ZNF174,68,0.0074
URI1,68,0.0074
SLC7A9,68,0.0074
CD70,68,0.0074
TGM3,68,0.0074
CALB1,68,0.0074
USP10,68,0.0074
IAH1,68,0.0074
SERPINF1,68,0.0074
ASB18,68,0.0074
PDRG1,68,0.0074
CLRN2,68,0.0074
NSMCE3,68,0.0074
NAAA,68,0.0074
TLR6,68,0.0074
PLA2G4F,68,0.0074
BTG2,68,0.0074
LEPROT,68,0.0074
MPV17,68,0.0074
PGAP4,68,0.0074
GRXCR1,68,0.0074
GABRG1,68,0.0074
GTF2H4,68,0.0074
INHA,68,0.0074
YBEY,68,0.0074
DGKE,68,0.0074
FBXL7,68,0.0074
RPL5,68,0.0074
TAMALIN,68,0.0074
CA12,68,0.0074
FAAP24,68,0.0074
MINPP1,68,0.0074
ITLN1,68,0.0074
ZNF232,68,0.0074
TEX13B,68,0.0074
DUSP21,68,0.0074
CSTF1,68,0.0074
CTPS1,68,0.0074
TNS2,68,0.0074
KRTAP12-1,68,0.0074
GPSM2,68,0.0074
NAA25,68,0.0074
MED10,68,0.0074
OTUB1,67,0.0073
DNAJC4,67,0.0073
RAB39A,67,0.0073
SPRR1B,67,0.0073
TMPRSS5,67,0.0073
PSCA,67,0.0073
TYMS,67,0.0073
DNAL4,67,0.0073
AP3M2,67,0.0073
MYH11,67,0.0073
BMERB1,67,0.0073
B3GNT7,67,0.0073
MXD3,67,0.0073
MTRES1,67,0.0073
SAMD12,67,0.0073
KPNA5,67,0.0073
TNS3,67,0.0073
ANGPT1,67,0.0073
USP18,67,0.0073
C1RL,67,0.0073
GNAZ,67,0.0073
PLA2G12A,67,0.0073
MSANTD1,67,0.0073
B4GALNT1,67,0.0073
CIBAR1,67,0.0073
COPZ1,67,0.0073
GID8,67,0.0073
ACR,67,0.0073
TDP2,67,0.0073
C2orf73,67,0.0073
NXPE3,67,0.0073
MGAT2,67,0.0073
BEST4,67,0.0073
PDE8A,67,0.0073
URM1,67,0.0073
C5orf58,67,0.0073
IL1RAP,67,0.0073
STARD10,67,0.0073
EPDR1,67,0.0073
CLPSL2,67,0.0073
ARL6IP5,67,0.0073
APOBEC2,67,0.0073
ANKRD16,67,0.0073
FGF19,67,0.0073
TRAPPC2B,67,0.0073
AP3M1,67,0.0073
ZNHIT3,67,0.0073
CEP41,67,0.0073
RCAN3,67,0.0073
PPP2R3C,67,0.0073
MYOZ3,67,0.0073
ADAMTS7,67,0.0073
PGLYRP4,67,0.0073
S100A8,67,0.0073
FANK1,67,0.0073
NUDT3,67,0.0073
DPY19L2,67,0.0073
CPLX4,67,0.0073
FRG1,67,0.0073
MRGPRX3,67,0.0073
TRPV3,67,0.0073
RAB6D,67,0.0073
MT-CO1,67,0.0073
CDRT4,67,0.0073
LOXL1,67,0.0073
LAMTOR2,67,0.0073
CCDC12,67,0.0073
DCDC2C,67,0.0073
FGF9,67,0.0073
TMEM249,67,0.0073
ERLIN1,67,0.0073
FASTKD2,67,0.0073
CHN1,67,0.0073
HSH2D,67,0.0073
TMEM143,67,0.0073
MMRN2,67,0.0073
LIPJ,67,0.0073
CNFN,67,0.0073
TMED7,67,0.0073
HOXB13,67,0.0073
CYP2U1,67,0.0073
ZBTB8OS,67,0.0073
SOS1,67,0.0073
RPL17,67,0.0073
S100B,67,0.0073
ASPHD1,67,0.0073
RGS9,67,0.0073
LENG8,67,0.0073
LIPI,67,0.0073
TUBGCP3,67,0.0073
DEFB132,67,0.0073
GPC6,67,0.0073
HFM1,67,0.0073
CACNB4,67,0.0073
DPH7,67,0.0073
ADISSP,67,0.0073
NUP42,67,0.0073
CSNK1A1L,67,0.0073
LPIN3,67,0.0073
GRIN3A,67,0.0073
S100A4,67,0.0073
PIGG,67,0.0073
RASD1,67,0.0073
VTA1,67,0.0073
IL1RL2,67,0.0073
KCNMB1,67,0.0073
PPP1R3D,67,0.0073
SMYD5,67,0.0073
MMP8,67,0.0073
ST3GAL5,67,0.0073
EHD1,67,0.0073
ANKS1A,67,0.0073
TIMM10B,66,0.0072
FAM174B,66,0.0072
CYP4A11,66,0.0072
RBCK1,66,0.0072
CCDC69,66,0.0072
SEC13,66,0.0072
TATDN2,66,0.0072
AQP3,66,0.0072
COMMD8,66,0.0072
INPP1,66,0.0072
RFTN2,66,0.0072
THEM5,66,0.0072
NRBP2,66,0.0072
MIF4GD,66,0.0072
RS1,66,0.0072
PPP1R2B,66,0.0072
FKBP1C,66,0.0072
ENKD1,66,0.0072
PATE1,66,0.0072
MICALL1,66,0.0072
CCDC172,66,0.0072
YOD1,66,0.0072
GMNC,66,0.0072
SLC30A8,66,0.0072
STK19,66,0.0072
WDR41,66,0.0072
CPLX3,66,0.0072
TEFM,66,0.0072
SERPINA5,66,0.0072
GIMAP5,66,0.0072
HBM,66,0.0072
IQCH,66,0.0072
RAB13,66,0.0072
MPHOSPH10,66,0.0072
DGAT2L6,66,0.0072
PLAA,66,0.0072
DNAJC12,66,0.0072
MVB12A,66,0.0072
SH3RF2,66,0.0072
SH3GL2,66,0.0072
DDO,66,0.0072
SULT2A1,66,0.0072
FAM151A,66,0.0072
C19orf81,66,0.0072
KLK10,66,0.0072
GEMIN7,66,0.0072
ATP23,66,0.0072
PIGS,66,0.0072
AHCYL2,66,0.0072
FRS3,66,0.0072
DHRS13,66,0.0072
SSR2,66,0.0072
RGS14,66,0.0072
TDG,66,0.0072
ATF7IP2,66,0.0072
HOXD12,66,0.0072
PTTG2,66,0.0072
PLN,66,0.0072
APOBEC3B,66,0.0072
SOCS3,66,0.0072
SAMM50,66,0.0072
NUF2,66,0.0072
H2AC6,66,0.0072
NEU4,66,0.0072
LMOD3,66,0.0072
ATXN7L3B,66,0.0072
SPINT4,66,0.0072
RARS2,66,0.0072
GALP,66,0.0072
METTL17,66,0.0072
SLC4A11,66,0.0072
ADCY3,66,0.0072
PTPRN2,66,0.0072
VPS35,66,0.0072
BCL2L14,66,0.0072
ZNF783,66,0.0072
PDK2,66,0.0072
RPL21,66,0.0072
SOSTDC1,66,0.0072
CYP11B1,66,0.0072
UQCR11,66,0.0072
C1QL1,66,0.0072
LSG1,66,0.0072
VTI1A,66,0.0072
C1orf52,66,0.0072
THOC6,66,0.0072
TSPAN17,66,0.0072
ASB3,66,0.0072
ANXA5,66,0.0072
VPS53,66,0.0072
COX11,66,0.0072
RANBP10,66,0.0072
BTNL8,66,0.0072
INO80C,66,0.0072
ANKRD27,66,0.0072
TYROBP,66,0.0072
RAB36,66,0.0072
SPATA45,66,0.0072
PKD2L2,66,0.0072
NCCRP1,66,0.0072
H2BC3,66,0.0072
NDUFB3,66,0.0072
FAM114A1,66,0.0072
CCNQ,66,0.0072
