Gene_symbol,Count,Proportion(%)
VGLL3,254,0.0033
TBRG1,254,0.0033
KLHDC9,254,0.0033
ABRAXAS2,254,0.0033
KRTAP4-9,254,0.0033
ZNF821,254,0.0033
FADS3,254,0.0033
IGKV3-15,254,0.0033
DDX3X,254,0.0033
UQCRC1,254,0.0033
LEF1,254,0.0033
TMEM177,254,0.0033
CARHSP1,254,0.0033
IGHV3-21,254,0.0033
PTCRA,254,0.0033
TRPM3,254,0.0033
OXCT2,254,0.0033
TBC1D20,254,0.0033
TAS2R39,254,0.0033
SPP2,254,0.0033
OR8D2,254,0.0033
WFDC1,254,0.0033
HTR1E,254,0.0033
ST6GALNAC2,254,0.0033
GDF7,253,0.0033
NIF3L1,253,0.0033
ANKRD61,253,0.0033
PARP16,253,0.0033
WARS1,253,0.0033
NAAA,253,0.0033
CD207,253,0.0033
QRSL1,253,0.0033
HPN,253,0.0033
BTBD1,253,0.0033
FMR1,253,0.0033
PHF7,253,0.0033
CCT3,253,0.0033
TMEM38B,253,0.0033
OR5B21,253,0.0033
TDP2,253,0.0033
AZIN2,253,0.0033
TAS2R41,253,0.0033
NSMCE3,253,0.0033
OSTM1,253,0.0033
RIMS3,253,0.0033
OR1L8,253,0.0033
TRIM11,253,0.0033
TRHR,253,0.0033
CXXC5,252,0.0033
EGFL8,252,0.0033
TAL1,252,0.0033
FN3KRP,252,0.0033
STRBP,252,0.0033
STK39,252,0.0033
DCAF10,252,0.0033
FAM110C,252,0.0033
ZYG11B,252,0.0033
LCK,252,0.0033
B4GALT3,252,0.0033
PEX5L,252,0.0033
SLC7A6OS,252,0.0033
NDRG2,252,0.0033
FEM1C,252,0.0033
AGO1,252,0.0033
FBXO21,252,0.0033
OR1E1,252,0.0033
CEACAM21,252,0.0033
C1orf174,252,0.0033
PPP1R3C,252,0.0033
KRTAP24-1,252,0.0033
IFIT2,252,0.0033
FKBP4,251,0.0033
ZNF660,251,0.0033
WASL,251,0.0033
NMRAL1,251,0.0033
FCGR1A,251,0.0033
TFEC,251,0.0033
NR2C2,251,0.0033
ZNF410,251,0.0033
SLC35E3,251,0.0033
RALGPS1,251,0.0033
CCT6B,251,0.0033
FOXI2,251,0.0033
CRELD2,251,0.0033
SLC25A1,251,0.0033
FAM43A,251,0.0033
SPACA1,251,0.0033
DNAJC30,251,0.0033
CSNK1A1L,251,0.0033
VPS37C,251,0.0033
TIA1,251,0.0033
CPNE4,251,0.0033
RABGEF1,251,0.0033
RSAD2,251,0.0033
CTAGE15,251,0.0033
NMI,251,0.0033
CYBB,251,0.0033
OR1J4,250,0.0033
TBPL2,250,0.0033
RNPS1,250,0.0033
GPR55,250,0.0033
SCRN3,250,0.0033
TAB3,250,0.0033
E2F1,250,0.0033
PPHLN1,250,0.0033
VTA1,250,0.0033
C16orf78,250,0.0033
YBX2,250,0.0033
SNUPN,250,0.0033
CYTIP,250,0.0033
FBXL12,250,0.0033
CYBA,250,0.0033
GNAT1,250,0.0033
DLX5,250,0.0033
SULT1A2,250,0.0033
TRPC5,250,0.0033
SUCLA2,250,0.0033
GTPBP10,250,0.0033
LSM14B,250,0.0033
HSF2BP,250,0.0033
LHX2,250,0.0033
PAK2,249,0.0033
RUNX3,249,0.0033
KCND1,249,0.0033
SLC25A2,249,0.0033
RBM46,249,0.0033
LYVE1,249,0.0033
OR6N2,249,0.0033
ATRAID,249,0.0033
LDLRAP1,249,0.0033
KPNA5,249,0.0033
CHN1,249,0.0033
AURKB,249,0.0033
CD200R1,249,0.0033
FGR,249,0.0033
BPIFA3,249,0.0033
DPF3,249,0.0033
BEND5,249,0.0033
MRPL28,249,0.0033
BASP1,249,0.0033
ZNF362,249,0.0033
OR2T10,249,0.0033
FBXO2,249,0.0033
PCBP4,249,0.0033
MMP16,249,0.0033
CDC40,249,0.0033
ZDHHC24,249,0.0033
MSX2,249,0.0033
MOAP1,249,0.0033
TSEN34,249,0.0033
PARM1,249,0.0033
POMC,249,0.0033
HOXD11,249,0.0033
GEM,249,0.0033
SGK3,249,0.0033
EIF3L,249,0.0033
SPRYD3,248,0.0033
OR12D2,248,0.0033
CCNB1,248,0.0033
SMYD5,248,0.0033
ESRRA,248,0.0033
MRPS9,248,0.0033
SLC30A1,248,0.0033
CENPN,248,0.0033
PFKFB4,248,0.0033
OR2B3,248,0.0033
PTPN7,248,0.0033
TMEM179B,248,0.0033
FAXDC2,248,0.0033
GAD2,248,0.0033
PCOLCE2,248,0.0033
OMD,248,0.0033
INPP5A,248,0.0033
SPATA31D4,248,0.0033
SUPT7L,248,0.0033
ZDHHC19,248,0.0033
DXO,248,0.0033
AQP4,248,0.0033
BTN3A2,248,0.0033
TRIM23,248,0.0033
OR6C65,248,0.0033
RASGEF1B,248,0.0033
RPP38,248,0.0033
ORC6,248,0.0033
SRPX,248,0.0033
SYT11,248,0.0033
SPATA22,248,0.0033
DRGX,248,0.0033
FAM221A,248,0.0033
LRRC52,248,0.0033
SERPINB5,247,0.0032
B4GALT1,247,0.0032
GPR137,247,0.0032
CHEK1,247,0.0032
ME2,247,0.0032
ATF7,247,0.0032
PNRC1,247,0.0032
FAM170B,247,0.0032
ISX,247,0.0032
PPID,247,0.0032
NUS1,247,0.0032
OR6F1,247,0.0032
SVOP,247,0.0032
ADAP1,247,0.0032
FAR1,247,0.0032
DENND6A,247,0.0032
TAS2R42,247,0.0032
POF1B,247,0.0032
RNASEH1,247,0.0032
PGAP3,247,0.0032
C5orf22,247,0.0032
RNF145,247,0.0032
CSTPP1,247,0.0032
KLHDC2,247,0.0032
STAP1,247,0.0032
CCT5,247,0.0032
SRD5A2,247,0.0032
NFIL3,247,0.0032
WAS,247,0.0032
CPB2,247,0.0032
GRXCR1,247,0.0032
ZNF704,246,0.0032
HMX2,246,0.0032
ACOX2,246,0.0032
ANKRD34A,246,0.0032
ASPHD1,246,0.0032
FIP1L1,246,0.0032
ZNF787,246,0.0032
MRGPRG,246,0.0032
ORC5,246,0.0032
PEX3,246,0.0032
PRR11,246,0.0032
OR4K14,246,0.0032
FAM98C,246,0.0032
TIGD1,246,0.0032
DCAF13,246,0.0032
ZDHHC18,246,0.0032
GUCY1B1,246,0.0032
THAP8,246,0.0032
GATA1,246,0.0032
R3HDM4,246,0.0032
CPE,246,0.0032
LUC7L,246,0.0032
NFE2,246,0.0032
PIGK,246,0.0032
MRPL2,246,0.0032
BPIFA1,246,0.0032
PRKCB,246,0.0032
LDLRAD4,246,0.0032
SRSF8,246,0.0032
IL1RAPL1,246,0.0032
CACNB4,246,0.0032
AGBL4,246,0.0032
LAS1L,246,0.0032
DLX2,246,0.0032
P2RX4,246,0.0032
HADHB,246,0.0032
TSPYL5,245,0.0032
NKX3-1,245,0.0032
SNTB2,245,0.0032
DHH,245,0.0032
HSDL1,245,0.0032
HSD17B1,245,0.0032
THRB,245,0.0032
TRAF6,245,0.0032
NUDT22,245,0.0032
OR6C74,245,0.0032
A1CF,245,0.0032
CD82,245,0.0032
G3BP1,245,0.0032
PAX5,245,0.0032
OR14J1,245,0.0032
SLC35D2,245,0.0032
PBX3,245,0.0032
IGLV2-14,245,0.0032
OR2V1,245,0.0032
LTB4R,245,0.0032
PSMB11,245,0.0032
GALE,245,0.0032
MRPS31,245,0.0032
NOCT,245,0.0032
OTUD3,245,0.0032
MTRF1,245,0.0032
SUCLG2,245,0.0032
BAAT,245,0.0032
TFDP1,244,0.0032
MATN4,244,0.0032
ANXA1,244,0.0032
REPS2,244,0.0032
ERVMER34-1,244,0.0032
SPESP1,244,0.0032
HOXA7,244,0.0032
AMIGO1,244,0.0032
TFDP2,244,0.0032
BNIP2,244,0.0032
TNFRSF14,244,0.0032
PSMD8,244,0.0032
RTCB,244,0.0032
MBTD1,244,0.0032
KCTD16,244,0.0032
CNTFR,244,0.0032
DACH2,244,0.0032
ITLN2,244,0.0032
LRRC55,244,0.0032
NPHS2,244,0.0032
GLYAT,244,0.0032
ARSD,244,0.0032
SGMS2,244,0.0032
ACTA2,244,0.0032
HOXD4,244,0.0032
AKR1C1,244,0.0032
PPFIBP1,243,0.0032
ISL2,243,0.0032
AZI2,243,0.0032
FOS,243,0.0032
MCHR2,243,0.0032
TBC1D22B,243,0.0032
IGHV4-31,243,0.0032
PDSS1,243,0.0032
DNASE2B,243,0.0032
NAT2,243,0.0032
BPIFA2,243,0.0032
P2RY13,243,0.0032
TAS2R40,243,0.0032
KLHL20,243,0.0032
PAF1,243,0.0032
CCT8,243,0.0032
KCNK3,243,0.0032
DAO,243,0.0032
MRPL39,243,0.0032
GZMM,243,0.0032
OR2W1,243,0.0032
EQTN,243,0.0032
DUSP6,243,0.0032
RAD23A,243,0.0032
MEIOSIN,243,0.0032
RNF115,243,0.0032
RTP2,243,0.0032
VPS72,243,0.0032
OXSR1,243,0.0032
FOXR1,243,0.0032
ESRP2,243,0.0032
OR7G3,243,0.0032
DKKL1,242,0.0032
HOXC13,242,0.0032
B3GNT3,242,0.0032
USP14,242,0.0032
PTGFR,242,0.0032
CCDC59,242,0.0032
CCDC6,242,0.0032
GPR101,242,0.0032
B3GAT2,242,0.0032
GIMAP6,242,0.0032
SOHLH2,242,0.0032
NUBP1,242,0.0032
OR2B2,242,0.0032
SERPINI2,242,0.0032
DDRGK1,242,0.0032
DCP2,242,0.0032
AUNIP,242,0.0032
LDLRAD2,242,0.0032
GNA15,242,0.0032
KHDRBS1,242,0.0032
PITX1,242,0.0032
RDH11,242,0.0032
SMYD3,242,0.0032
AFMID,242,0.0032
SPOPL,242,0.0032
GNA14,241,0.0032
DLX3,241,0.0032
PAK1IP1,241,0.0032
RNASET2,241,0.0032
ENC1,241,0.0032
FGL2,241,0.0032
MMAA,241,0.0032
MAFA,241,0.0032
PAFAH2,241,0.0032
FAM216A,241,0.0032
LHX5,241,0.0032
GRAMD2B,241,0.0032
SIX3,241,0.0032
RNF14,241,0.0032
WDR5B,241,0.0032
RHBDL2,241,0.0032
CDC37,241,0.0032
AGO3,241,0.0032
CELA3B,241,0.0032
TAS2R1,241,0.0032
TMEM19,241,0.0032
PRMT6,241,0.0032
CCDC68,241,0.0032
ACY1,241,0.0032
PGK1,241,0.0032
TOB2,241,0.0032
ITM2C,240,0.0032
LRATD2,240,0.0032
NXN,240,0.0032
OR13G1,240,0.0032
SEPTIN1,240,0.0032
EPYC,240,0.0032
GK5,240,0.0032
LRRC10,240,0.0032
SLC66A1,240,0.0032
TMX3,240,0.0032
CLEC4M,240,0.0032
SUCNR1,240,0.0032
ALDH2,240,0.0032
HSD17B7,240,0.0032
OR7C1,240,0.0032
HOXA11,240,0.0032
IGHV3-33,240,0.0032
TMEM59L,240,0.0032
CHST1,239,0.0031
RGS6,239,0.0031
FOSL2,239,0.0031
LURAP1L,239,0.0031
NKX1-2,239,0.0031
HOXC12,239,0.0031
SLC25A33,239,0.0031
NUP54,239,0.0031
INSYN1,239,0.0031
RASGEF1A,239,0.0031
NRL,239,0.0031
UBL7,239,0.0031
WDR44,239,0.0031
LDHAL6B,239,0.0031
SERTAD2,239,0.0031
GSX2,239,0.0031
ATP6V1B2,239,0.0031
TAS2R4,239,0.0031
CPQ,239,0.0031
CCR2,239,0.0031
ABHD6,239,0.0031
GDE1,239,0.0031
ACCS,239,0.0031
ZFP36,239,0.0031
SEC14L2,239,0.0031
HAT1,239,0.0031
KLLN,239,0.0031
PTGES2,239,0.0031
BBS5,239,0.0031
VCX3A,238,0.0031
STK38,238,0.0031
ANKDD1B,238,0.0031
CERS2,238,0.0031
DCAF8L2,238,0.0031
ANKRD23,238,0.0031
QNG1,238,0.0031
IK,238,0.0031
ACTRT3,238,0.0031
RNF212,238,0.0031
NEUROG2,238,0.0031
SBK1,238,0.0031
KCNF1,238,0.0031
THAP5,238,0.0031
XCR1,238,0.0031
GLT8D2,238,0.0031
MS4A10,238,0.0031
KCNK16,238,0.0031
AEBP2,238,0.0031
PTAFR,238,0.0031
CHKA,238,0.0031
RCE1,238,0.0031
PABPC4,238,0.0031
STX5,238,0.0031
XAF1,238,0.0031
APOF,238,0.0031
MAGEB6,238,0.0031
OR11A1,238,0.0031
SMARCD3,238,0.0031
ZC2HC1A,238,0.0031
TRH,238,0.0031
NSUN3,237,0.0031
OR6B1,237,0.0031
ALG1L2,237,0.0031
UNG,237,0.0031
TALDO1,237,0.0031
FOXD1,237,0.0031
C6orf47,237,0.0031
ZNF121,237,0.0031
SRSF11,237,0.0031
FKBP5,237,0.0031
BEAN1,237,0.0031
PELO,237,0.0031
C2orf69,237,0.0031
CGRRF1,237,0.0031
HERPUD2,237,0.0031
RNF175,237,0.0031
NLGN3,237,0.0031
PDLIM1,237,0.0031
BAG5,237,0.0031
SLAMF1,237,0.0031
OXSM,237,0.0031
ANKS4B,237,0.0031
TRMT10A,237,0.0031
TMBIM1,236,0.0031
AP3M2,236,0.0031
GLT6D1,236,0.0031
NFIB,236,0.0031
IGKV5-2,236,0.0031
ARC,236,0.0031
HMBS,236,0.0031
HLA-F,236,0.0031
CELA3A,236,0.0031
LRRC28,236,0.0031
PNMA1,236,0.0031
NAPEPLD,236,0.0031
SPTLC1,236,0.0031
TSGA13,236,0.0031
RLIM,236,0.0031
KIF2A,236,0.0031
GIMAP1,236,0.0031
DRAXIN,236,0.0031
ELOVL4,236,0.0031
SAPCD2,236,0.0031
CBLL2,236,0.0031
RBMS1,236,0.0031
CD27,236,0.0031
PFKFB2,236,0.0031
ZNF688,236,0.0031
OR10J5,236,0.0031
KCNG1,236,0.0031
PLEK,236,0.0031
SP9,236,0.0031
PMM2,236,0.0031
C3orf70,236,0.0031
SMAD1,235,0.0031
MAPKAP1,235,0.0031
CALHM2,235,0.0031
JMJD7,235,0.0031
PSMD3,235,0.0031
TMEM150B,235,0.0031
TMOD4,235,0.0031
CFAP119,235,0.0031
RXRA,235,0.0031
MAPK3,235,0.0031
RFXANK,235,0.0031
NEUROG3,235,0.0031
SLC35F1,235,0.0031
CHRFAM7A,235,0.0031
SLC14A1,235,0.0031
PACC1,235,0.0031
NACC2,235,0.0031
NMT1,235,0.0031
PAQR8,235,0.0031
CD38,235,0.0031
MTM1,235,0.0031
EIPR1,235,0.0031
MYCL,234,0.0031
AZU1,234,0.0031
CPSF3,234,0.0031
CTDSPL2,234,0.0031
OR9A2,234,0.0031
EBI3,234,0.0031
NT5C1A,234,0.0031
TMEM202,234,0.0031
CD37,234,0.0031
FZR1,234,0.0031
NSUN4,234,0.0031
WARS2,234,0.0031
LRRC39,234,0.0031
CDKL1,234,0.0031
CELF4,234,0.0031
HERC4,234,0.0031
TMPRSS12,234,0.0031
AHCYL2,234,0.0031
PMEPA1,234,0.0031
SFTPA2,234,0.0031
MAP2K3,234,0.0031
LMAN2,234,0.0031
NT5DC3,234,0.0031
FOSB,234,0.0031
NUDT18,234,0.0031
NDRG4,234,0.0031
TAS2R38,234,0.0031
THUMPD1,234,0.0031
ACTR10,233,0.0031
UBC,233,0.0031
SHOX2,233,0.0031
CCN6,233,0.0031
ODC1,233,0.0031
OTP,233,0.0031
ASS1,233,0.0031
ARHGAP36,233,0.0031
OR6X1,233,0.0031
PRSS48,233,0.0031
SNRNP70,233,0.0031
CAPN6,233,0.0031
TFAP2C,233,0.0031
COQ3,233,0.0031
B3GALT4,233,0.0031
FAM47E,233,0.0031
SLC35B1,233,0.0031
SH3GL1,233,0.0031
TRIM13,233,0.0031
LRRC59,233,0.0031
TEX13A,233,0.0031
P4HA2,233,0.0031
CXCR5,233,0.0031
TAS2R60,233,0.0031
PIMREG,233,0.0031
FAM110A,233,0.0031
NFKBIL1,233,0.0031
CCT6A,233,0.0031
GPR65,232,0.003
RRM1,232,0.003
CNP,232,0.003
TENT5A,232,0.003
SDSL,232,0.003
FRG2B,232,0.003
RNF8,232,0.003
CNKSR1,232,0.003
MAGEF1,232,0.003
TAS2R50,232,0.003
BNIPL,232,0.003
RIOX2,232,0.003
GPKOW,232,0.003
EMD,232,0.003
DNMT1,232,0.003
ZNF330,232,0.003
LRRC23,232,0.003
GADL1,232,0.003
HOGA1,232,0.003
LRRC3C,232,0.003
NCR3LG1,232,0.003
TSR3,232,0.003
ARMCX2,232,0.003
RFC4,232,0.003
OR1D2,232,0.003
ADPRH,232,0.003
POFUT2,232,0.003
TRIM75,232,0.003
PRELP,232,0.003
TLCD3A,232,0.003
CFHR2,231,0.003
SPTLC2,231,0.003
DIPK2B,231,0.003
CALCRL,231,0.003
TNPO2,231,0.003
DCDC2B,231,0.003
GFRA3,231,0.003
RFPL3,231,0.003
CCR4,231,0.003
EXOG,231,0.003
WDR53,231,0.003
TLE3,231,0.003
PPP1R3D,231,0.003
INO80E,231,0.003
BCS1L,231,0.003
PRRC2C,231,0.003
DENND11,231,0.003
DEK,231,0.003
ST6GAL1,231,0.003
C16orf86,231,0.003
C4orf19,231,0.003
PGLYRP3,231,0.003
YIF1B,231,0.003
PROP1,231,0.003
HSPB8,231,0.003
SLC25A26,231,0.003
MARCHF9,231,0.003
RBM4,231,0.003
ERO1B,231,0.003
SGCG,230,0.003
MLST8,230,0.003
XRCC3,230,0.003
EIF3F,230,0.003
LRRC75A,230,0.003
TSPAN4,230,0.003
AKT1S1,230,0.003
FYTTD1,230,0.003
SRD5A3,230,0.003
METTL2A,230,0.003
RNF34,230,0.003
TP53TG5,230,0.003
GPT2,230,0.003
TNFRSF9,230,0.003
MAK16,230,0.003
POU2AF2,230,0.003
AGXT,230,0.003
IFT56,230,0.003
NGRN,230,0.003
CLDN14,230,0.003
PLCXD3,230,0.003
TCF19,230,0.003
C6orf58,230,0.003
LY6G6F,230,0.003
SHOX,230,0.003
TFE3,230,0.003
GHITM,229,0.003
RALY,229,0.003
AKR1E2,229,0.003
ESRRG,229,0.003
HUS1,229,0.003
HEMK1,229,0.003
SCN1B,229,0.003
MYF5,229,0.003
TOR2A,229,0.003
LRRC2,229,0.003
SORD,229,0.003
FPR3,229,0.003
PRDM12,229,0.003
ICAM4,229,0.003
MRPS35,229,0.003
SFXN5,229,0.003
GLS2,229,0.003
SIX2,229,0.003
GJB5,229,0.003
P2RY8,229,0.003
DGUOK,229,0.003
ID1,229,0.003
ITLN1,229,0.003
KLF3,229,0.003
ZNF575,228,0.003
ABCB7,228,0.003
CNOT6,228,0.003
XIRP2,228,0.003
PILRA,228,0.003
YTHDF3,228,0.003
ZNF157,228,0.003
GAS1,228,0.003
SEC13,228,0.003
DUSP4,228,0.003
MAGEA6,228,0.003
ESX1,228,0.003
CD300LF,228,0.003
EMC10,228,0.003
FUT8,228,0.003
FN3K,228,0.003
KRTAP4-12,228,0.003
C1QTNF2,228,0.003
LSM11,228,0.003
RAX2,228,0.003
MMACHC,228,0.003
AP1M2,228,0.003
TOR1A,228,0.003
ACTR1B,228,0.003
KHK,228,0.003
CCR1,227,0.003
DCAF12L2,227,0.003
PRR27,227,0.003
PCYT2,227,0.003
FOSL1,227,0.003
CD300A,227,0.003
TSPAN12,227,0.003
GDI2,227,0.003
PPIL6,227,0.003
ZNF81,227,0.003
CCR8,227,0.003
SLAMF9,227,0.003
TEAD3,227,0.003
AGPAT2,227,0.003
ERVV-1,227,0.003
SDHB,227,0.003
SUCLG1,227,0.003
ARHGAP8,227,0.003
ARMT1,227,0.003
ENO1,227,0.003
TM4SF20,227,0.003
ANKRD60,227,0.003
RNF146,227,0.003
HEY1,227,0.003
AAR2,227,0.003
RPF1,227,0.003
GLT1D1,227,0.003
DHDH,227,0.003
STAMBP,227,0.003
GIMAP5,226,0.003
MAB21L1,226,0.003
APBB2,226,0.003
BTBD3,226,0.003
RSPRY1,226,0.003
AVPR2,226,0.003
CER1,226,0.003
TFDP3,226,0.003
PDK1,226,0.003
GJC3,226,0.003
RGS7,226,0.003
FLOT2,226,0.003
ARRB1,226,0.003
ENDOV,226,0.003
C8orf76,226,0.003
PGM2L1,226,0.003
ADHFE1,226,0.003
SLC39A1,226,0.003
POTED,226,0.003
KCNK2,226,0.003
CA14,226,0.003
STRADB,226,0.003
WASF2,226,0.003
PARVA,226,0.003
SIX1,226,0.003
SERPINE2,226,0.003
CLEC17A,226,0.003
TWF2,225,0.003
CDC42EP3,225,0.003
GDF15,225,0.003
OLIG3,225,0.003
APH1B,225,0.003
MCRS1,225,0.003
BCL2L14,225,0.003
NDUFAF1,225,0.003
FDPS,225,0.003
GTF2E2,225,0.003
ELF3,225,0.003
RNASEH2B,225,0.003
EFNB3,225,0.003
BTBD10,225,0.003
THPO,225,0.003
RDH5,225,0.003
DTX3,225,0.003
BVES,225,0.003
SLC25A16,225,0.003
ARGFX,225,0.003
DCN,225,0.003
KLC1,225,0.003
P2RX3,225,0.003
GKAP1,225,0.003
TARBP2,225,0.003
SULT1C2,224,0.0029
TST,224,0.0029
NKX2-4,224,0.0029
GAD1,224,0.0029
KYAT1,224,0.0029
PLSCR4,224,0.0029
SYNGR4,224,0.0029
TEFM,224,0.0029
NHEJ1,224,0.0029
PABPC4L,224,0.0029
P2RY4,224,0.0029
LDAH,224,0.0029
PDCD1,224,0.0029
GPRASP3,224,0.0029
SLC30A7,224,0.0029
GLIPR1L2,224,0.0029
TMEM241,224,0.0029
PLPP2,224,0.0029
HAND1,224,0.0029
A3GALT2,224,0.0029
IDH3B,224,0.0029
NECAB3,224,0.0029
MSANTD1,224,0.0029
NUDCD3,224,0.0029
ST3GAL3,224,0.0029
KRTCAP3,224,0.0029
PRKAR2A,224,0.0029
ARHGAP11B,224,0.0029
ACKR4,224,0.0029
GLRX3,224,0.0029
MT-ATP6,224,0.0029
CX3CR1,223,0.0029
MAP2K7,223,0.0029
HSPA1A,223,0.0029
ZBTB43,223,0.0029
FBXO6,223,0.0029
TTC4,223,0.0029
LIME1,223,0.0029
PSMF1,223,0.0029
SLC35B4,223,0.0029
PIANP,223,0.0029
PIM3,223,0.0029
ANAPC7,223,0.0029
GIPC3,223,0.0029
GOPC,223,0.0029
JRKL,223,0.0029
HAVCR2,223,0.0029
SC5D,223,0.0029
NANOG,223,0.0029
ADH4,223,0.0029
SLC30A3,223,0.0029
CLEC1A,223,0.0029
DDX25,223,0.0029
RMDN1,223,0.0029
ELAVL2,223,0.0029
ANXA3,223,0.0029
OR12D3,223,0.0029
DPPA2,223,0.0029
CAVIN3,223,0.0029
OR5V1,223,0.0029
ULBP3,223,0.0029
SYPL2,223,0.0029
GLYATL1,223,0.0029
HOXB5,222,0.0029
IL22RA2,222,0.0029
VPS4A,222,0.0029
SOX2,222,0.0029
CUL5,222,0.0029
CXCR4,222,0.0029
TMEM169,222,0.0029
DAP3,222,0.0029
AMZ2,222,0.0029
GPR183,222,0.0029
TAF1D,222,0.0029
WDR55,222,0.0029
ABAT,222,0.0029
MOGAT2,222,0.0029
MMP7,222,0.0029
CCN5,222,0.0029
ERMN,222,0.0029
ANKRD40,222,0.0029
LRRC18,222,0.0029
RSRC2,222,0.0029
DNAJC28,222,0.0029
C1GALT1C1L,222,0.0029
WASF1,222,0.0029
SF3B1,222,0.0029
CAMKV,222,0.0029
DACH1,222,0.0029
TOP1,222,0.0029
PTF1A,222,0.0029
RCC2,221,0.0029
BABAM2,221,0.0029
HPDL,221,0.0029
OR10AD1,221,0.0029
GBX2,221,0.0029
RAD52,221,0.0029
ZDHHC21,221,0.0029
SLC25A30,221,0.0029
OR2A7,221,0.0029
KRTAP5-10,221,0.0029
AP3M1,221,0.0029
EEIG2,221,0.0029
HOXC5,221,0.0029
CCDC198,221,0.0029
UPK1B,221,0.0029
VSIR,221,0.0029
RARA,221,0.0029
LYSMD3,221,0.0029
KAT7,221,0.0029
SCN4B,221,0.0029
DNAJC18,221,0.0029
C7orf57,221,0.0029
PI4K2A,221,0.0029
BORCS6,221,0.0029
SHISA7,221,0.0029
ST6GALNAC6,221,0.0029
CXADR,221,0.0029
C6orf89,221,0.0029
TAF1A,221,0.0029
ODR4,221,0.0029
PTCD2,220,0.0029
SCAMP2,220,0.0029
ART5,220,0.0029
YOD1,220,0.0029
CCDC159,220,0.0029
STX3,220,0.0029
TRIM43,220,0.0029
MOGAT3,220,0.0029
FCGR2B,220,0.0029
C8orf33,220,0.0029
MCIDAS,220,0.0029
B3GNT5,220,0.0029
GJB6,220,0.0029
MFNG,220,0.0029
ELOVL2,220,0.0029
POFUT1,220,0.0029
CCNDBP1,220,0.0029
C4orf17,220,0.0029
MOSPD2,220,0.0029
TLX2,220,0.0029
PNO1,220,0.0029
NUTM2D,220,0.0029
NUF2,219,0.0029
RDH16,219,0.0029
OTX1,219,0.0029
PIH1D1,219,0.0029
PBK,219,0.0029
FBP2,219,0.0029
GET4,219,0.0029
HAUS4,219,0.0029
BAMBI,219,0.0029
CCDC54,219,0.0029
C7orf25,219,0.0029
RTN4RL2,219,0.0029
KRTAP26-1,219,0.0029
SRSF5,219,0.0029
KRTAP4-11,219,0.0029
TMEM59,219,0.0029
FBXO17,219,0.0029
CCNE1,219,0.0029
DTWD2,219,0.0029
CCT2,219,0.0029
PAGR1,219,0.0029
MBD3,219,0.0029
TTC8,219,0.0029
C22orf42,218,0.0029
REM2,218,0.0029
TBC1D21,218,0.0029
ZC3H15,218,0.0029
SOX1,218,0.0029
MRPL19,218,0.0029
AIM2,218,0.0029
ZNF444,218,0.0029
APEX2,218,0.0029
STK16,218,0.0029
OR4D1,218,0.0029
KRTAP4-16,218,0.0029
RILPL1,218,0.0029
TMOD2,218,0.0029
BST1,218,0.0029
PPP2R3C,218,0.0029
FAM131C,218,0.0029
HOXC4,218,0.0029
TMEM51,218,0.0029
ORM2,218,0.0029
WDR31,218,0.0029
DPF2,218,0.0029
TRAM2,218,0.0029
GBGT1,218,0.0029
LAPTM5,218,0.0029
SCO2,218,0.0029
HELZ2,218,0.0029
PAQR5,218,0.0029
HSPA5,218,0.0029
TMCO5A,218,0.0029
ICA1L,218,0.0029
RASA4B,218,0.0029
CLEC4G,217,0.0029
TAF8,217,0.0029
NFIX,217,0.0029
TLCD1,217,0.0029
GOLGA8B,217,0.0029
F9,217,0.0029
ETNK2,217,0.0029
KRTAP29-1,217,0.0029
NHLRC3,217,0.0029
TMEM45B,217,0.0029
FANK1,217,0.0029
C2CD4D,217,0.0029
SPRY2,217,0.0029
YBX1,217,0.0029
ARMCX5,217,0.0029
SLC25A27,217,0.0029
FGFBP3,217,0.0029
RIMKLA,217,0.0029
BHMT,217,0.0029
MVB12A,217,0.0029
ARSL,217,0.0029
CCDC42,217,0.0029
NUP43,217,0.0029
HOXA6,217,0.0029
ONECUT3,217,0.0029
TBL1XR1,217,0.0029
SLC25A17,217,0.0029
POU5F1,217,0.0029
PEX11B,217,0.0029
NSFL1C,217,0.0029
TMEM174,217,0.0029
UBIAD1,217,0.0029
SLC25A4,217,0.0029
INHBA,217,0.0029
GPR33,216,0.0028
TMEM30A,216,0.0028
FOXL2,216,0.0028
LFNG,216,0.0028
XPO1,216,0.0028
AQP9,216,0.0028
DRAM2,216,0.0028
IGLV5-45,216,0.0028
TAT,216,0.0028
HARBI1,216,0.0028
CPM,216,0.0028
LACC1,216,0.0028
ZDHHC20,216,0.0028
RXRB,216,0.0028
KRTAP9-1,216,0.0028
HSH2D,216,0.0028
ITGA6,216,0.0028
CD226,216,0.0028
C17orf75,216,0.0028
ZNF275,216,0.0028
B4GALT2,216,0.0028
PDGFD,216,0.0028
SCML2,216,0.0028
GRAMD2A,216,0.0028
NUCB2,216,0.0028
C12orf71,216,0.0028
OR1A2,216,0.0028
CELA2B,216,0.0028
SMAD2,216,0.0028
SEPSECS,216,0.0028
NIPA1,216,0.0028
PKM,216,0.0028
DPYSL5,216,0.0028
HRCT1,216,0.0028
FCER1A,216,0.0028
SPATA46,216,0.0028
PPP1R35,216,0.0028
TMEM185B,216,0.0028
ACTC1,216,0.0028
MS4A6A,216,0.0028
GINM1,216,0.0028
IGHV1-24,216,0.0028
