Gene_symbol,Count,Proportion(%)
CCDC146,704,0.0092
PACS1,704,0.0092
SLC26A8,704,0.0092
TUBGCP2,704,0.0092
GLB1,704,0.0092
PRKAG2,704,0.0092
PLCD1,703,0.0092
ANKK1,703,0.0092
BRDT,703,0.0092
TBC1D2B,703,0.0092
LZTS1,703,0.0092
PDE6C,703,0.0092
DHCR7,703,0.0092
GAPVD1,703,0.0092
PHF12,703,0.0092
ZSCAN32,702,0.0092
KIF18A,702,0.0092
GSAP,702,0.0092
EPS8,702,0.0092
LOXL3,702,0.0092
CAPN5,702,0.0092
CFAP91,701,0.0092
SULF2,701,0.0092
SLC45A1,701,0.0092
DRD4,701,0.0092
DENND4C,700,0.0092
ZSCAN5B,700,0.0092
NOP2,700,0.0092
MAP7,700,0.0092
ACD,700,0.0092
DMPK,700,0.0092
ATAD2B,700,0.0092
LATS1,700,0.0092
TBC1D24,699,0.0092
OFD1,699,0.0092
VAV2,699,0.0092
TROAP,699,0.0092
MDGA1,698,0.0092
CDCP1,698,0.0092
SECISBP2L,698,0.0092
RGS9,698,0.0092
SEMA6C,698,0.0092
BCAR3,698,0.0092
PIK3CD,698,0.0092
ZNF749,698,0.0092
SCAND3,698,0.0092
SH3RF2,698,0.0092
HPS4,698,0.0092
PRDM8,697,0.0092
AFTPH,697,0.0092
CEP97,697,0.0092
EDRF1,697,0.0092
OGFR,697,0.0092
TTLL12,697,0.0092
LRRC56,697,0.0092
PNPT1,697,0.0092
DSE,697,0.0092
IQSEC2,697,0.0092
SRRM1,697,0.0092
MAGI1,697,0.0092
TYRO3,697,0.0092
PRSS36,696,0.0091
FOXK2,696,0.0091
PHC1,696,0.0091
NEMF,696,0.0091
BRINP2,696,0.0091
RAPGEF4,696,0.0091
CARS2,696,0.0091
ARHGEF19,696,0.0091
ALOXE3,696,0.0091
HOXB13,696,0.0091
ENPP3,696,0.0091
ELFN1,695,0.0091
UBQLN3,695,0.0091
GRM5,695,0.0091
FMNL1,695,0.0091
EML5,695,0.0091
PLPPR3,695,0.0091
ZNF544,694,0.0091
PDS5B,694,0.0091
LTF,694,0.0091
DENND1C,694,0.0091
USP4,694,0.0091
ZXDC,694,0.0091
ENPP1,693,0.0091
TPP1,693,0.0091
TGM2,693,0.0091
INTS4,693,0.0091
MLXIPL,693,0.0091
ZNF337,693,0.0091
DVL2,693,0.0091
NRP1,693,0.0091
SLC34A2,692,0.0091
SLC7A4,692,0.0091
CCDC15,692,0.0091
AFAP1L1,692,0.0091
NPR2,691,0.0091
ASAP2,691,0.0091
SLTM,691,0.0091
ERAP1,691,0.0091
CSGALNACT1,691,0.0091
GUCY2F,691,0.0091
AVIL,691,0.0091
FAM90A1,691,0.0091
KCNH1,691,0.0091
DMRT2,690,0.0091
CATSPERE,690,0.0091
PLCL1,690,0.0091
ZNF799,690,0.0091
H6PD,690,0.0091
JMY,690,0.0091
ADGRG7,690,0.0091
ASAP3,689,0.0091
ADAM7,689,0.0091
KBTBD13,689,0.0091
CEP95,689,0.0091
MCM5,689,0.0091
DNAI4,689,0.0091
OLFML2B,689,0.0091
UPF2,689,0.0091
H1-3,689,0.0091
ZMYM1,689,0.0091
ZNF560,688,0.009
MTRR,688,0.009
TRIM32,688,0.009
CCP110,688,0.009
TOP1MT,688,0.009
ZNF429,688,0.009
GARNL3,687,0.009
MED24,687,0.009
ZNF425,687,0.009
PLCG1,687,0.009
MC1R,687,0.009
C8B,687,0.009
BBS10,687,0.009
KCNB1,686,0.009
THRAP3,686,0.009
FSCN2,686,0.009
SECISBP2,686,0.009
ZNF445,686,0.009
DCST1,686,0.009
TCHHL1,685,0.009
TNIK,685,0.009
NHS,685,0.009
BICRAL,685,0.009
BRD2,685,0.009
PHF20L1,684,0.009
SQSTM1,684,0.009
RPTOR,684,0.009
GRN,684,0.009
MED25,684,0.009
LARP1B,684,0.009
DLL1,684,0.009
SAXO1,684,0.009
KPRP,683,0.009
STIL,683,0.009
GRM8,683,0.009
TAF2,683,0.009
WWP2,683,0.009
PCDHGC4,683,0.009
NDST2,683,0.009
MAP3K21,683,0.009
CD248,683,0.009
MPEG1,683,0.009
KIAA0319L,683,0.009
OSBPL3,683,0.009
ACAP3,683,0.009
ZNF132,683,0.009
CCDC154,682,0.009
ZFP28,682,0.009
HK2,682,0.009
SLC27A5,682,0.009
ZNF90,682,0.009
SFSWAP,682,0.009
IL17RD,681,0.0089
OR4A5,681,0.0089
CARD9,681,0.0089
ZNF467,681,0.0089
AGTPBP1,681,0.0089
RBM12,680,0.0089
LRWD1,680,0.0089
RAF1,680,0.0089
GALNS,680,0.0089
BRWD3,680,0.0089
SPATA31A1,680,0.0089
CCNF,680,0.0089
CIZ1,679,0.0089
SHROOM4,679,0.0089
QSOX1,679,0.0089
PSAPL1,679,0.0089
MMP17,679,0.0089
SMYD4,679,0.0089
KRT6C,679,0.0089
IQCA1,678,0.0089
CCDC191,678,0.0089
SOX30,678,0.0089
FBH1,678,0.0089
RALGDS,678,0.0089
BBS12,678,0.0089
NEDD9,678,0.0089
L1CAM,677,0.0089
GAREM1,677,0.0089
H1-4,677,0.0089
PIK3AP1,677,0.0089
SLC8A1,677,0.0089
GOLGA8M,677,0.0089
CLCNKA,677,0.0089
WASHC2A,677,0.0089
OSBP2,677,0.0089
PCDH1,677,0.0089
TGM5,676,0.0089
SH3BP2,676,0.0089
HCN3,676,0.0089
PHF2,676,0.0089
NFXL1,676,0.0089
WFIKKN1,676,0.0089
PDIA2,675,0.0089
MNDA,675,0.0089
BRINP3,675,0.0089
ZNF665,675,0.0089
GLDC,674,0.0089
KCNH4,674,0.0089
LARP1,674,0.0089
DENND5B,674,0.0089
SMPD1,674,0.0089
POLR1B,674,0.0089
KRT2,673,0.0088
RSBN1L,673,0.0088
ZNF513,673,0.0088
SP140,673,0.0088
AOC3,673,0.0088
ZNF473,673,0.0088
TRIM56,673,0.0088
SMG8,672,0.0088
NR3C2,672,0.0088
RC3H1,672,0.0088
PLA2G6,672,0.0088
EXOSC10,672,0.0088
NSUN2,672,0.0088
GRM7,671,0.0088
EPB41L4A,671,0.0088
NRP2,671,0.0088
KLB,671,0.0088
PADI4,671,0.0088
ZNF280D,671,0.0088
HIP1,671,0.0088
IFT74,670,0.0088
TDRD15,670,0.0088
ERN1,670,0.0088
FGFR2,670,0.0088
AOC1,670,0.0088
ANO3,670,0.0088
DNAI3,670,0.0088
KIAA1586,670,0.0088
MMP15,669,0.0088
MAP4K2,669,0.0088
BRD8,669,0.0088
VIL1,669,0.0088
EIF5B,669,0.0088
MKS1,669,0.0088
ANKRD36B,669,0.0088
SOBP,668,0.0088
SLC6A18,668,0.0088
XAB2,668,0.0088
SENP7,668,0.0088
ATP6V0A4,668,0.0088
LINS1,668,0.0088
ZC3HAV1,668,0.0088
MOCOS,668,0.0088
USP8,668,0.0088
DACT2,667,0.0088
LRIT1,667,0.0088
SH3RF3,667,0.0088
TPRN,667,0.0088
E2F8,667,0.0088
SLC19A1,667,0.0088
CYP27A1,667,0.0088
TLR1,667,0.0088
SLCO1B1,667,0.0088
BBX,667,0.0088
KRT83,667,0.0088
PPFIA2,666,0.0087
WDPCP,666,0.0087
SUN2,666,0.0087
SLC9A3,666,0.0087
ZNF528,666,0.0087
TTLL6,666,0.0087
MAPK7,666,0.0087
SLC26A3,666,0.0087
IVL,666,0.0087
OTOP1,666,0.0087
PC,666,0.0087
TRIM42,666,0.0087
TMPRSS7,666,0.0087
RPTN,665,0.0087
SLC15A1,665,0.0087
FSTL5,665,0.0087
RNF10,665,0.0087
UMOD,664,0.0087
TPTE,664,0.0087
LENG8,664,0.0087
HNRNPU,664,0.0087
NOBOX,664,0.0087
TMEM43,664,0.0087
KCNQ5,664,0.0087
ALOX15B,664,0.0087
ENTPD4,664,0.0087
NUGGC,664,0.0087
SYT16,664,0.0087
DDX10,663,0.0087
CWF19L2,663,0.0087
LRRC32,663,0.0087
MYO1B,663,0.0087
ZNF813,663,0.0087
XYLT2,663,0.0087
ADAM2,663,0.0087
CEP78,663,0.0087
PIK3CA,662,0.0087
PLEKHH3,662,0.0087
ZBTB39,662,0.0087
C2,662,0.0087
ARHGAP17,662,0.0087
GRM4,662,0.0087
ANKRD18A,662,0.0087
LBR,661,0.0087
LILRA1,660,0.0087
THBD,660,0.0087
DEAF1,660,0.0087
DNAI1,660,0.0087
ZFAND4,660,0.0087
RECK,660,0.0087
ZFP36L2,660,0.0087
PPP1R15B,660,0.0087
ILDR1,660,0.0087
CCDC116,659,0.0087
CKAP2L,659,0.0087
ZNF850,659,0.0087
MYLK2,659,0.0087
PWP2,659,0.0087
TMEM175,659,0.0087
TTC27,658,0.0086
KRT6A,658,0.0086
GAB2,658,0.0086
RBM27,658,0.0086
ADAM19,658,0.0086
LPO,658,0.0086
PWWP2B,658,0.0086
NCAPG,658,0.0086
ZNF33B,658,0.0086
ZNF281,658,0.0086
EXOC3L1,658,0.0086
SLC52A2,657,0.0086
EFCAB13,657,0.0086
ADAM29,657,0.0086
TXLNB,657,0.0086
TMC1,657,0.0086
ITGB5,657,0.0086
ZNF526,657,0.0086
N4BP3,657,0.0086
SKIDA1,656,0.0086
SEMA6B,656,0.0086
NCOA7,656,0.0086
EFHC1,656,0.0086
FSD2,656,0.0086
RAD51C,656,0.0086
LNX1,656,0.0086
AOPEP,656,0.0086
DGKZ,656,0.0086
CCSER1,656,0.0086
SH2D3C,656,0.0086
DAGLA,656,0.0086
VPS54,655,0.0086
ZBTB11,655,0.0086
RGPD8,655,0.0086
DPP3,655,0.0086
DZIP1L,655,0.0086
ARHGAP27,655,0.0086
LRRC43,655,0.0086
TXNDC16,655,0.0086
FKRP,655,0.0086
SLC26A9,655,0.0086
DGKH,654,0.0086
UBE3C,654,0.0086
P3H3,654,0.0086
ARMH4,654,0.0086
ECEL1,654,0.0086
NFASC,654,0.0086
SLC27A1,654,0.0086
STXBP2,654,0.0086
PADI3,653,0.0086
PDE4A,653,0.0086
ERMARD,653,0.0086
PRAMEF4,653,0.0086
FBXO41,653,0.0086
MYT1L,653,0.0086
ZNF607,653,0.0086
SOWAHB,653,0.0086
SRRM5,652,0.0086
OTUD7B,652,0.0086
MEP1A,652,0.0086
SEC24A,652,0.0086
PABPC3,652,0.0086
ZNF596,652,0.0086
TRAF3IP1,652,0.0086
PSG4,652,0.0086
ALDH1L1,652,0.0086
MAG,651,0.0086
OSBPL7,651,0.0086
RRN3,651,0.0086
EXT2,651,0.0086
FOXM1,650,0.0085
LNPEP,650,0.0085
GALNT15,650,0.0085
KIFC3,650,0.0085
LRCH3,650,0.0085
TMTC1,650,0.0085
UBE4A,649,0.0085
GAB4,649,0.0085
ZP2,649,0.0085
HDAC5,649,0.0085
EPB41L4B,649,0.0085
INTS8,649,0.0085
GP1BA,649,0.0085
AMPD1,649,0.0085
INO80D,649,0.0085
NEFL,649,0.0085
KIF6,648,0.0085
MCM3,648,0.0085
ARMC2,648,0.0085
EPS15,648,0.0085
CHSY1,648,0.0085
TOP3B,648,0.0085
NELL2,648,0.0085
SGIP1,648,0.0085
NPAS3,647,0.0085
KRT75,647,0.0085
SYTL3,647,0.0085
CDH20,647,0.0085
ATP8A1,647,0.0085
MORC1,647,0.0085
DLGAP5,646,0.0085
XPO5,646,0.0085
CCDC9,646,0.0085
ADAM18,646,0.0085
LMOD3,646,0.0085
TOR1AIP1,646,0.0085
MASTL,646,0.0085
GPRASP1,645,0.0085
BCL11B,645,0.0085
MOV10,645,0.0085
LRIT2,645,0.0085
MINDY4,645,0.0085
JHY,645,0.0085
CYP11B1,645,0.0085
DDN,645,0.0085
CCDC27,645,0.0085
SPATC1,644,0.0085
DLGAP1,644,0.0085
DYNC2I2,644,0.0085
RAD54B,643,0.0084
MAP3K13,643,0.0084
PNPLA8,643,0.0084
KIF9,643,0.0084
KRT5,643,0.0084
ZC3H7B,643,0.0084
ACSM2B,643,0.0084
CCDC142,643,0.0084
UTP14C,643,0.0084
MTBP,643,0.0084
JAK1,642,0.0084
MUC20,642,0.0084
TFIP11,642,0.0084
RASEF,642,0.0084
BEND3,642,0.0084
PRKD3,642,0.0084
MTHFD1L,642,0.0084
AP4B1,642,0.0084
SLC28A1,642,0.0084
INPP4B,642,0.0084
PGAP1,642,0.0084
KIRREL2,641,0.0084
PDCD6IP,641,0.0084
ROR1,641,0.0084
OR4C46,641,0.0084
NUP93,641,0.0084
RHPN1,641,0.0084
CWC22,641,0.0084
TGFBI,640,0.0084
IGSF8,640,0.0084
NRROS,640,0.0084
CEP85,640,0.0084
RBBP8NL,640,0.0084
MGAT5B,640,0.0084
SCNN1B,639,0.0084
PPP1R12C,639,0.0084
ZNF135,639,0.0084
RBM28,639,0.0084
SV2C,639,0.0084
ATRIP,639,0.0084
SPON1,639,0.0084
BANK1,639,0.0084
ZNF285,639,0.0084
LZTS2,638,0.0084
TNFRSF11A,638,0.0084
HEPH,638,0.0084
E2F7,638,0.0084
AFF2,638,0.0084
SPAG1,638,0.0084
ASCC2,638,0.0084
SIGLEC10,638,0.0084
FBXL4,638,0.0084
TMEM63A,638,0.0084
TLE2,638,0.0084
PPEF2,638,0.0084
COG7,638,0.0084
BMPER,638,0.0084
CDH12,637,0.0084
TAP2,637,0.0084
PIBF1,637,0.0084
TMEM245,637,0.0084
ACSM2A,637,0.0084
ZNF227,637,0.0084
BEST1,637,0.0084
MLYCD,637,0.0084
ZNF74,637,0.0084
TRO,637,0.0084
BBS2,637,0.0084
CEP83,637,0.0084
GNL2,637,0.0084
ZNF263,636,0.0084
SIGLEC12,636,0.0084
DZIP1,636,0.0084
MLXIP,636,0.0084
TMCO3,636,0.0084
PIGR,636,0.0084
DNAAF8,636,0.0084
LRIT3,636,0.0084
PHF20,636,0.0084
POLI,636,0.0084
ERICH6,636,0.0084
CYP24A1,636,0.0084
CHRNA2,636,0.0084
EPS15L1,635,0.0083
KAZN,635,0.0083
ALOX15,635,0.0083
SCIN,635,0.0083
TACC1,635,0.0083
PCDHB1,635,0.0083
ZNF543,635,0.0083
KLF11,635,0.0083
ELAPOR2,635,0.0083
PPP4R4,634,0.0083
BICD1,634,0.0083
RTN1,634,0.0083
GRM2,634,0.0083
SLC12A9,634,0.0083
CYP1B1,634,0.0083
MFSD8,634,0.0083
ATF6,634,0.0083
C9,634,0.0083
URGCP,634,0.0083
SP4,633,0.0083
PLOD3,633,0.0083
GABBR2,633,0.0083
ZNF85,633,0.0083
WNK3,633,0.0083
DHX16,633,0.0083
CFB,633,0.0083
PCSK7,633,0.0083
PCK2,633,0.0083
ENTREP3,632,0.0083
STAG1,632,0.0083
MASP2,632,0.0083
SLC22A1,632,0.0083
HCN2,631,0.0083
GAS8,631,0.0083
PADI1,631,0.0083
CEP85L,631,0.0083
SPICE1,631,0.0083
POLK,631,0.0083
CEP63,631,0.0083
TMCO4,631,0.0083
BRINP1,631,0.0083
EPB41L1,631,0.0083
PLOD1,630,0.0083
VCPIP1,630,0.0083
HHIPL2,630,0.0083
EPHA4,630,0.0083
HK1,630,0.0083
GGA3,630,0.0083
OSBPL1A,630,0.0083
SIM1,629,0.0083
TGFBR3,629,0.0083
ITGB7,629,0.0083
TATDN2,629,0.0083
ATF7IP2,629,0.0083
IFI16,629,0.0083
KCNH3,628,0.0082
MME,628,0.0082
CTR9,628,0.0082
ZC3H7A,628,0.0082
NAGPA,628,0.0082
PPP4R1,628,0.0082
ZNF225,628,0.0082
TMTC2,628,0.0082
AP1G2,627,0.0082
GHR,627,0.0082
CDC42BPA,627,0.0082
ADGRG2,627,0.0082
EPN3,627,0.0082
CCSER2,627,0.0082
IGSF1,627,0.0082
DLL3,627,0.0082
NBR1,627,0.0082
TRMT2A,626,0.0082
ABLIM3,626,0.0082
FNDC7,626,0.0082
KLHL1,626,0.0082
PLAA,626,0.0082
ROCK2,626,0.0082
ZNF16,626,0.0082
GPR156,626,0.0082
SLC27A4,626,0.0082
SLC22A25,626,0.0082
HSD17B4,625,0.0082
ABCD4,625,0.0082
PNPLA2,625,0.0082
CCDC183,625,0.0082
KRT74,625,0.0082
NDOR1,625,0.0082
OSBPL6,625,0.0082
FES,625,0.0082
NPR1,625,0.0082
SMC6,625,0.0082
GGCX,624,0.0082
NRG2,624,0.0082
KSR2,624,0.0082
CCDC13,624,0.0082
LGR4,624,0.0082
UNC5D,624,0.0082
HEXA,623,0.0082
FGD2,623,0.0082
PSG9,623,0.0082
NOC3L,623,0.0082
CHPF,623,0.0082
APP,623,0.0082
ZNF205,623,0.0082
TSKS,623,0.0082
SPPL2B,623,0.0082
SLC26A2,623,0.0082
CASS4,622,0.0082
TP63,622,0.0082
CALD1,622,0.0082
ALDH16A1,622,0.0082
HIF3A,622,0.0082
WDR24,622,0.0082
ZBTB49,622,0.0082
TEKT5,622,0.0082
ZNF737,622,0.0082
STXBP5,622,0.0082
FBXO40,622,0.0082
EDEM3,621,0.0082
SLCO2A1,621,0.0082
TAF4B,621,0.0082
PPARGC1A,621,0.0082
DRD5,621,0.0082
EML3,621,0.0082
ADAMTS6,621,0.0082
TGFBRAP1,621,0.0082
MAP3K14,621,0.0082
ZNF497,621,0.0082
ZP1,621,0.0082
TRIL,620,0.0081
MUC12,620,0.0081
HABP2,620,0.0081
NCKIPSD,620,0.0081
TFR2,620,0.0081
CDH11,620,0.0081
DDX20,619,0.0081
KIZ,619,0.0081
TRIM29,619,0.0081
SMO,619,0.0081
CBX2,619,0.0081
ITPKC,619,0.0081
PTCD3,619,0.0081
ARHGEF37,619,0.0081
MYSM1,618,0.0081
SEMA3F,618,0.0081
KCNQ4,618,0.0081
DNER,618,0.0081
FBXL18,618,0.0081
PLCD3,617,0.0081
MSH4,617,0.0081
ANKEF1,617,0.0081
SLC39A12,617,0.0081
FAM120A,617,0.0081
BUD13,617,0.0081
CPXM1,617,0.0081
SIDT2,617,0.0081
RBM15B,617,0.0081
CCDC110,617,0.0081
NOA1,616,0.0081
PROS1,616,0.0081
IRF2BP2,616,0.0081
ZNF648,616,0.0081
RSPH4A,616,0.0081
BRAF,616,0.0081
SLC24A2,616,0.0081
PARN,616,0.0081
CENPC,615,0.0081
MYOCD,615,0.0081
PTPRM,615,0.0081
SLC5A9,615,0.0081
CPT1C,615,0.0081
NOX5,615,0.0081
MEAK7,615,0.0081
COG6,615,0.0081
CYP2A7,615,0.0081
EFR3A,615,0.0081
VPS16,615,0.0081
KLHL30,615,0.0081
PINK1,615,0.0081
RTP5,615,0.0081
RBAK,614,0.0081
MIB1,614,0.0081
BOC,614,0.0081
CRISPLD2,614,0.0081
SMPD3,614,0.0081
ARHGEF2,614,0.0081
ARHGAP24,614,0.0081
FAM234A,614,0.0081
SART1,613,0.0081
CBARP,613,0.0081
GATA6,613,0.0081
MIOS,613,0.0081
SH3RF1,613,0.0081
CDH18,613,0.0081
NSMAF,613,0.0081
TRMT9B,613,0.0081
KRT3,613,0.0081
PLIN1,613,0.0081
PTPRU,613,0.0081
DOLK,612,0.008
PADI6,612,0.008
WDR3,612,0.008
KRT86,612,0.008
IPO8,612,0.008
KRT82,612,0.008
PRAMEF1,612,0.008
ZNF503,611,0.008
C1orf116,611,0.008
THNSL1,611,0.008
ADAM9,611,0.008
FAM161A,611,0.008
ABLIM1,611,0.008
USP13,611,0.008
CPT1A,610,0.008
ZNF705G,610,0.008
DPYD,610,0.008
NAALADL1,610,0.008
ZNF585B,610,0.008
SPATA7,610,0.008
GAS6,610,0.008
AK7,610,0.008
SEMA4C,610,0.008
KLHL26,610,0.008
MSLN,609,0.008
TRPC6,609,0.008
CLN3,609,0.008
EXOC2,609,0.008
LRIF1,609,0.008
WFIKKN2,609,0.008
HECTD3,609,0.008
ZNF500,609,0.008
FRMD1,609,0.008
SHCBP1L,609,0.008
SCYL2,608,0.008
DAB2,608,0.008
CC2D2B,608,0.008
IQUB,608,0.008
TSC22D2,608,0.008
FOXP1,608,0.008
KRT77,608,0.008
GIMAP8,608,0.008
APBA1,608,0.008
PEX5,608,0.008
ZNF324,608,0.008
ATP1A3,608,0.008
RNF168,608,0.008
DCBLD2,608,0.008
ELN,608,0.008
POSTN,608,0.008
CR1L,607,0.008
KLC3,607,0.008
ZNF442,607,0.008
EIF3B,607,0.008
ODAD3,607,0.008
GART,607,0.008
SLC9C2,607,0.008
SEMG2,607,0.008
FANCG,606,0.008
IRX6,606,0.008
PPP1R10,606,0.008
SGSH,606,0.008
SELENON,606,0.008
AFG2B,606,0.008
KCNH7,606,0.008
MS4A14,606,0.008
ACSM5,606,0.008
UFL1,606,0.008
GPR78,606,0.008
WAPL,606,0.008
CFAP100,606,0.008
CCDC170,606,0.008
LIMD1,606,0.008
ADAM20,605,0.0079
SLC19A3,605,0.0079
HSPA6,605,0.0079
CTCFL,605,0.0079
UBASH3A,605,0.0079
PAK4,605,0.0079
CNST,605,0.0079
FAM161B,605,0.0079
ZNF595,605,0.0079
UGT2B28,605,0.0079
USP16,605,0.0079
ERC2,605,0.0079
AFAP1,605,0.0079
BLK,605,0.0079
WRNIP1,604,0.0079
IGLL5,604,0.0079
FCHSD1,604,0.0079
ZYX,604,0.0079
RNF207,604,0.0079
PNMA8B,604,0.0079
IPO11,604,0.0079
GSDME,604,0.0079
INPP5D,604,0.0079
GTF3C2,604,0.0079
SLC13A5,603,0.0079
MTMR14,603,0.0079
SLC22A16,603,0.0079
GYS1,603,0.0079
SRRT,603,0.0079
RAI14,603,0.0079
ZNF324B,603,0.0079
SLC6A16,603,0.0079
ZNF30,603,0.0079
CYP2C19,603,0.0079
THAP9,603,0.0079
ERCC3,603,0.0079
PPP6R3,602,0.0079
HIPK4,602,0.0079
MCCC1,602,0.0079
ICAM5,602,0.0079
CDC73,602,0.0079
FGA,602,0.0079
DTX2,602,0.0079
ESCO1,601,0.0079
CFHR5,601,0.0079
SLCO6A1,601,0.0079
SLC35G5,601,0.0079
ZNF264,601,0.0079
PDE8A,601,0.0079
ZNF681,601,0.0079
KRT73,601,0.0079
UGT1A4,601,0.0079
KRT1,601,0.0079
PIK3R5,601,0.0079
MFSD10,601,0.0079
SCFD2,601,0.0079
GOLIM4,601,0.0079
GOLGA8J,601,0.0079
MFSD6L,601,0.0079
SLC18A3,601,0.0079
GPC1,600,0.0079
SLC26A6,600,0.0079
ZNF160,600,0.0079
NPIPB5,600,0.0079
MLPH,600,0.0079
ZNF835,600,0.0079
MCM6,600,0.0079
HIRIP3,600,0.0079
ANKRD44,600,0.0079
MTMR7,599,0.0079
SLC29A3,599,0.0079
EPHA7,599,0.0079
AMER2,599,0.0079
EIF2B5,599,0.0079
C1S,599,0.0079
SOX6,599,0.0079
SSH3,598,0.0079
ZKSCAN7,598,0.0079
PPIP5K2,598,0.0079
ZP4,598,0.0079
ASAH1,598,0.0079
OVGP1,598,0.0079
DNAJC10,598,0.0079
RFX5,598,0.0079
SPEM2,598,0.0079
SRP72,598,0.0079
ACO1,598,0.0079
FBXW10B,598,0.0079
TMEM201,597,0.0078
TMEM260,597,0.0078
MX2,597,0.0078
ZNF418,597,0.0078
LRP12,597,0.0078
SCARA3,597,0.0078
LRP8,597,0.0078
TBX18,596,0.0078
EPCAM,596,0.0078
ASIC3,596,0.0078
ZNF486,596,0.0078
UBAP2L,596,0.0078
EXT1,596,0.0078
PARD3,596,0.0078
ZNF844,596,0.0078
ABRAXAS1,595,0.0078
RPH3A,595,0.0078
ADD3,595,0.0078
TARS3,595,0.0078
SEPTIN9,595,0.0078
MTHFD1,594,0.0078
STAT2,594,0.0078
ZNF7,594,0.0078
ZNF334,594,0.0078
EPB41,594,0.0078
TSNARE1,594,0.0078
CCDC8,594,0.0078
UGT2B10,594,0.0078
NTRK3,594,0.0078
PRR14,594,0.0078
STKLD1,594,0.0078
LARGE2,594,0.0078
KATNB1,594,0.0078
STRIP2,594,0.0078
LETM1,594,0.0078
PNISR,594,0.0078
ARMC3,594,0.0078
OSGIN1,593,0.0078
SLC15A2,593,0.0078
SNX14,593,0.0078
PSAP,593,0.0078
OBI1,593,0.0078
EPB41L5,593,0.0078
OR4C16,593,0.0078
CYP4F11,592,0.0078
CRTAC1,592,0.0078
SLC22A10,592,0.0078
ABCF3,592,0.0078
APBA3,592,0.0078
TFRC,592,0.0078
NOLC1,592,0.0078
ZNF440,592,0.0078
SPHK2,592,0.0078
UBA6,592,0.0078
CIT,592,0.0078
CEACAM5,591,0.0078
FBXL6,591,0.0078
LRRC15,591,0.0078
FGD3,591,0.0078
ITGB8,591,0.0078
DCAF5,591,0.0078
ADAM21,591,0.0078
GPR162,591,0.0078
MED23,591,0.0078
NEU4,591,0.0078
ZNF676,591,0.0078
MAP3K20,591,0.0078
ANXA6,591,0.0078
KCNC3,591,0.0078
KIAA0408,590,0.0078
ZNF224,590,0.0078
CNNM4,590,0.0078
ANAPC2,590,0.0078
PLIN5,590,0.0078
VAV3,590,0.0078
SLC44A2,589,0.0077
ZZZ3,589,0.0077
SLC8A3,589,0.0077
HRC,589,0.0077
AMH,589,0.0077
GLB1L2,589,0.0077
ATP9A,589,0.0077
TRMT1,589,0.0077
NLRP10,589,0.0077
SLC5A11,589,0.0077
FASTKD1,589,0.0077
SAFB,588,0.0077
KRT72,588,0.0077
NDST1,588,0.0077
NEK9,588,0.0077
ZKSCAN5,588,0.0077
KIRREL3,588,0.0077
ATG9A,588,0.0077
MARCHF10,588,0.0077
RBSN,588,0.0077
NPRL3,587,0.0077
ZNF551,587,0.0077
UBA7,587,0.0077
TTC14,587,0.0077
FASTKD5,587,0.0077
TAGAP,586,0.0077
SUSD1,586,0.0077
ZNF578,586,0.0077
SOGA3,586,0.0077
ZNF69,586,0.0077
CPA1,586,0.0077
SLC26A11,586,0.0077
EGLN1,586,0.0077
GUF1,586,0.0077
THOP1,586,0.0077
PCK1,586,0.0077
FYB2,586,0.0077
NFKB2,585,0.0077
RAB11FIP3,585,0.0077
BRME1,585,0.0077
ASB2,585,0.0077
TRPC4AP,585,0.0077
TRIM41,585,0.0077
KLHL36,585,0.0077
LRRN1,585,0.0077
DCBLD1,585,0.0077
CFHR4,585,0.0077
PADI2,585,0.0077
ZNF585A,584,0.0077
CDH22,584,0.0077
VPS50,584,0.0077
TLR10,584,0.0077
TAP1,584,0.0077
SLC44A4,584,0.0077
VAC14,584,0.0077
TSEN54,584,0.0077
NEK8,584,0.0077
PPP1R15A,584,0.0077
CAPN11,584,0.0077
CT47B1,584,0.0077
TULP1,584,0.0077
MAP4K3,584,0.0077
DNAJC16,584,0.0077
DVL3,584,0.0077
ADAM30,584,0.0077
CCDC157,583,0.0077
GCC1,583,0.0077
MTIF2,583,0.0077
SANBR,583,0.0077
KIR3DL1,583,0.0077
XPO6,583,0.0077
RIPK1,583,0.0077
ZNF571,583,0.0077
GBE1,583,0.0077
AMY2B,583,0.0077
SLC6A7,582,0.0076
TGM4,582,0.0076
HHIPL1,582,0.0076
KNG1,582,0.0076
PDIA4,582,0.0076
CRACR2A,582,0.0076
KIRREL1,582,0.0076
FERMT1,582,0.0076
SLC2A7,582,0.0076
ZNF57,582,0.0076
AREL1,581,0.0076
POMGNT2,581,0.0076
CSRNP1,581,0.0076
FANCF,581,0.0076
TWNK,581,0.0076
BRD1,581,0.0076
LZTS3,581,0.0076
IL10RA,581,0.0076
DEPDC1,581,0.0076
CLTC,581,0.0076
MCAM,581,0.0076
CNGA1,581,0.0076
TMEM259,581,0.0076
FBXO11,581,0.0076
MSH5,581,0.0076
CTAGE9,581,0.0076
LIPC,580,0.0076
WWC3,580,0.0076
IRAK2,580,0.0076
INTS7,580,0.0076
DHX36,580,0.0076
ESF1,580,0.0076
ZNF76,580,0.0076
RBM26,580,0.0076
KRT71,580,0.0076
FIRRM,579,0.0076
ATXN1L,579,0.0076
AASS,579,0.0076
ZNF777,579,0.0076
WDR93,579,0.0076
